Date,Close,High,Low,Open,Volume,Change,Return,Volume_Change,Momentum_5,MA_10,MA_50,Volatility,RSI,MACD,MACD_Signal,MACD_Hist
2020-03-13,67.10294342041016,67.5736832780311,61.06302571813862,63.94538830639056,370732000,3.157555114019594,0.11980865012410091,-0.11408594082308576,-2.6699142456054688,68.21965980529785,73.73339073181153,0.0552986899006965,45.241617276910816,-2.6426737036258032,-2.0225443868403143,-0.6201293167854889
2020-03-16,58.47035598754883,62.5428290501032,57.93685251654096,58.40758870653268,322423600,0.06276728101614992,-0.12864692654056697,-0.1303054497588555,-5.784023284912109,66.85331726074219,73.45612014770508,0.06163879885589191,36.8470600528576,-3.202934594458128,-2.258622428363877,-0.9443121660942508
2020-03-17,61.041290283203125,62.1879532458274,57.55059398806874,59.74978006097213,324056000,1.2915102222309969,0.04396987588380297,0.005062904824584713,-7.840782165527344,65.97316207885743,73.24433319091797,0.06290482288792634,40.39423504325897,-3.4002959799929755,-2.486957138689697,-0.9133388413032786
2020-03-18,59.547000885009766,60.35087498179023,57.24159672400037,57.8813182089224,300233600,1.6656826760873642,-0.024479977262285124,-0.07351321993729476,-6.942752838134766,64.61961402893067,72.99124488830566,0.06272070063958027,39.022309839727185,-3.6353766074902154,-2.7166410324498007,-0.9187355750404147
2020-03-19,59.09074783325195,61.0364594340634,58.566902685612334,59.72081110917334,271857200,-0.6300632759213869,-0.007662066014691105,-0.09451440478347528,-0.8328323364257741,63.457498168945314,72.73582290649414,0.06272633785578932,38.591330404517734,-3.814524047891908,-2.936217635538222,-0.8783064123536857
2020-03-20,55.3393440246582,60.79264863512061,55.04000233501268,59.67012006159394,401693200,-4.330776036935738,-0.06348546847265879,0.4775889695031068,-11.763599395751953,62.01414680480957,72.38225303649902,0.0637650912354734,35.15349701567098,-4.210668653474613,-3.191107839125501,-1.0195608143491124
2020-03-23,54.163700103759766,55.16069770044325,51.32479637531141,55.05930867623348,336752800,-0.8956085724737122,-0.021244269183505193,-0.1616666650070253,-4.3066558837890625,61.005078887939455,71.97415115356445,0.06329734690300469,34.127453846717856,-4.566837091384855,-3.4662536895773717,-1.1005834018074832
2020-03-24,59.59770202636719,59.79323828764549,56.56084531140466,57.05813597182242,287531200,2.539566054544764,0.10032553005421829,-0.1461653770956025,-1.4435882568359375,60.07664184570312,71.67135803222656,0.06783095738857117,42.4837921170727,-4.360361074936904,-3.6450751666492787,-0.7152859082876253
2020-03-25,59.26939010620117,62.34245572079971,58.97487753279941,60.53192941719469,303602000,-1.2625393109935175,-0.005508801665217944,0.05589236924549401,-0.27761077880859375,59.354605484008786,71.33006401062012,0.06764472994829962,42.136002637209906,-4.175091516366294,-3.7510784365926817,-0.42401307977361213
2020-03-26,62.3883171081543,62.4462515869641,59.47216257409066,59.5107880156471,252087200,2.8775290925071957,0.052622896850541334,-0.16967872411907692,3.2975692749023438,59.60107917785645,71.07176361083984,0.06739166024198448,46.607725029924374,-3.7335546197079736,-3.74757367321574,0.014019053507766444
